condition,model,label,chrom,seg_start,seg_end,bead_start,bead_end,radial_dist
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,28350000,28800000,4.651570209499154
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,28800000,30000000,4.732280092862213
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,30000000,30750000,4.574721803366845
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,30750000,31550000,4.914242274827321
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,31550000,32150000,4.850737164297814
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,32150000,32800000,5.003056561982884
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,32800000,33400000,5.0807775290598975
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,33400000,33850000,4.703709029372459
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,33850000,34700000,4.580075520872992
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,34700000,35950000,4.715268488286642
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,35950000,36700000,4.372204710233042
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,36700000,38500000,4.679601929229023
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,38500000,39050000,5.066539093703414
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,39050000,39400000,4.946685304563956
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,39400000,40550000,4.888585209797309
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,40550000,41300000,4.673082430185027
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,41300000,41850000,4.435408573160876
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,41850000,42200000,4.048642645776976
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,42200000,42900000,4.155528283258821
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,42900000,43500000,4.107114206663968
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,43500000,44250000,4.047152125682453
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,44250000,45750000,3.9847580446245416
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,45750000,46450000,4.159932043507442
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,46450000,47400000,4.448074703464522
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,47400000,47800000,4.384127522909091
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,47800000,48200000,4.250904785439629
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,48200000,48700000,4.144713202108297
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,48700000,49000000,4.094693866203553
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,49000000,49500000,4.460927673974216
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,49500000,50300000,4.663971040724417
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,50300000,50650000,4.797740197163244
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,50650000,51400000,4.838881678487706
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,51400000,51900000,5.127589825041
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,51900000,52450000,5.325737666921738
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,52450000,53300000,5.193396400442103
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,53300000,53900000,5.087172201029173
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,53900000,54400000,5.280949931694263
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,54400000,54800000,5.572280486815878
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,54800000,55400000,5.636450761091531
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,55400000,55900000,5.58045040513183
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,55900000,56550000,5.228019364415266
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,56550000,57100000,5.233606307753025
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,57100000,57550000,5.355771847514138
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,57550000,57950000,5.538029433540056
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,57950000,58650000,5.643627628214321
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,57950000,58650000,5.643627628214321
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,58650000,59200000,5.496306784096026
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,59200000,59900000,5.740342973499057
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,59900000,61400000,5.666783733035874
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,61400000,62200000,5.29798091001657
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,62200000,62600000,5.252099543261152
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,62600000,63300000,5.214457861485123
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,63300000,63850000,4.884756085732019
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,63850000,64500000,4.607823307417071
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,64500000,65300000,4.981944323474521
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,65300000,65750000,4.995408249435976
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,65750000,66900000,5.12790226386853
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,66900000,67400000,5.42230461222025
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,67400000,67850000,5.665122931237768
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,67850000,68450000,6.000938200142124
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,68450000,68950000,6.266130683779265
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,68950000,70000000,6.507060919734885
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,70000000,70500000,6.428076624432538
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,70500000,71050000,6.450051200851354
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,71050000,71700000,6.737042701129406
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,71700000,73100000,6.817398391750404
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,73100000,73500000,7.210089803967008
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,73500000,73850000,7.595298392837769
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,73850000,74250000,7.524851786355928
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,74250000,75200000,7.154595463590168
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,75200000,75700000,7.014408115215495
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,75700000,76650000,6.728865890622356
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,76650000,77350000,6.958832062262011
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,77350000,78200000,7.070076918202517
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,78200000,78650000,6.754135346913105
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,78650000,79050000,6.494830777148278
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,79050000,79500000,6.230566964818611
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,79500000,80700000,6.112084196402275
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,80700000,81300000,6.422023682383926
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,81300000,82300000,6.628340799458763
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,82300000,83550000,6.948083037736668
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,83550000,84500000,7.072911957601056
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,84500000,84875000,7.442831071293302
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,84875000,85650000,7.627488122952666
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,85650000,86650000,7.419825535653046
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,86650000,87200000,7.360446979237674
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,87200000,94250000,7.523502617991436
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,94250000,94800000,7.477748152129824
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,94800000,95500000,7.8393822072979695
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,95500000,96300000,7.854958629840135
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,96300000,96850000,7.977448798281316
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,96850000,97750000,8.205152176809397
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,97750000,98050000,8.239899488871208
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,98050000,99000000,7.982436513026584
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,99000000,99800000,7.607311817357035
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,99800000,100300000,7.449166079213163
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,100300000,100800000,7.680553739314634
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,100800000,101700000,7.309427302785082
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,101700000,102250000,7.22624181043646
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,102250000,102650000,7.247083063513278
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,102650000,103300000,7.433975781884416
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,103300000,104050000,7.107917111370461
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,104050000,104600000,6.852611040507698
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,104600000,105600000,6.827527080276504
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,105600000,106200000,6.60245686342357
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,106200000,106600000,6.767835958700831
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,106600000,107150000,6.842482352903806
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,107150000,107850000,6.877011436263575
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,107850000,108500000,6.813574817744353
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,108500000,109100000,7.02443849565928
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,109100000,109650000,7.148236723913108
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,109650000,110350000,7.0017941760166025
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,110350000,111050000,6.6479420001459095
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,111050000,111550000,6.440252691385641
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,111550000,112050000,6.183631529651488
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,112050000,112550000,6.2799433577353225
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,112550000,113000000,6.017676658671934
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,113000000,113700000,5.778146807298685
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,113700000,114150000,5.567426930602772
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,114150000,115100000,5.803767473822499
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,115100000,115900000,5.801327963501115
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,115900000,116750000,5.848436788080811
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,116750000,117550000,6.214250481803337
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,117550000,118850000,6.370126296447818
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,118850000,119250000,6.44772462100701
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,119250000,119800000,6.481927819528462
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,119800000,120200000,6.7987547394155206
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,120200000,120850000,6.688748751700949
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,120850000,121500000,6.945686166020172
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,121500000,122350000,6.891425742194314
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,122350000,122750000,6.881137118200813
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,122750000,123300000,6.803965423203148
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,123300000,123650000,6.553937212440244
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,123650000,124700000,6.807131205205612
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,124700000,125775000,6.571506609469095
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,125775000,126550000,6.2601129061518535
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,126550000,127000000,6.084728248272338
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,127000000,127550000,6.4195243612238935
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,127550000,128050000,6.3572768447379255
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,128050000,128600000,6.213928419847544
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,128600000,128950000,6.330646686416325
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,128950000,129350000,6.04683694121282
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,129350000,130150000,5.703373978707691
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,130150000,130650000,5.322947849365895
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,130650000,131050000,5.3194788242372955
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,131050000,131550000,4.979581426535885
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,131550000,132250000,4.786238157167485
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,132250000,132700000,4.71403797089035
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,132700000,133450000,4.491606531924185
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,133450000,134550000,4.588766743894921
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,134550000,136050000,4.917670560916012
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,136050000,136750000,4.862434687448357
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,136750000,137100000,5.20944272463739
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,137100000,138050000,5.407612881855819
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,138050000,138950000,5.640257020050948
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,138950000,139350000,5.8435378430701554
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,139350000,140050000,5.716517871625086
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,140050000,140850000,6.0441540432726395
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,140850000,141250000,6.033669751630511
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,141250000,141950000,6.378122370658076
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,141950000,142450000,6.081997221083219
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,142450000,143050000,6.103347616308038
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,143050000,143750000,6.219948343126733
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,143750000,144750000,6.607309142725879
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,144750000,145250000,6.629308121896885
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,145250000,145750000,6.96904459381688
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,145750000,146650000,7.112231075128605
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,146650000,147250000,7.238022913478239
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,147250000,147650000,7.475363877890147
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,147650000,148100000,7.485622401887568
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,148100000,148350000,7.155135196561209
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,148350000,148950000,7.038028221225388
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,148950000,149500000,7.144168204742243
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,149500000,149850000,6.793375395819076
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,149850000,150550000,6.788412714696786
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,150550000,151150000,6.724534363834611
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,151150000,151950000,6.452772760747506
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,151950000,152500000,6.337646897015405
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,152500000,153000000,6.059920081250659
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,153000000,154050000,6.059461458382929
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,154050000,154750000,6.255855703400215
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,154750000,155350000,6.477101984193934
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,155350000,156000000,6.870807207348842
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,156000000,156550000,7.145547238118366
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,156550000,157150000,7.0147522327831355
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,157150000,157550000,7.3596692735395415
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,157550000,158550000,7.489209399997839
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,158550000,159300000,7.459386820022474
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,159300000,160000000,7.333899485011299
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,160000000,160550000,7.11495400415463
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,160550000,161500000,7.3248099726985405
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,161500000,162300000,7.416518167814395
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,162300000,163050000,7.592029799231823
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,163050000,163550000,7.746085417313058
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,163550000,165200000,8.080803088814006
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,165200000,165900000,8.32733065633766
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,165900000,167350000,7.970470252745442
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,167350000,167900000,7.74159047526411
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,167900000,168850000,7.7299320897178
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,168850000,169750000,7.525109041827899
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,169750000,170400000,7.418570760530629
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,170400000,170900000,7.150375351770004
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,170900000,171600000,6.827012707722829
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,171600000,172350000,7.102528238712184
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,172350000,172800000,7.320561783866044
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,172800000,173350000,7.4158911172056055
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,173350000,174350000,7.469752713387237
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,174350000,174700000,7.722670338380372
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,174700000,175150000,7.795343538318244
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,175150000,175950000,7.673850937117557
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,175950000,176450000,7.477173955258765
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,176450000,176950000,7.843386745590198
C1,model_0002,Der(3)t(3;17),chr3,58600001,198295559,176950000,177850000,7.810188775836344
